date,local_cloud_pct,cloud_pct_b02,cloud_pct_nir,stac_cloud_cover,snr_mean,kd_mean,fft_cleanliness,edge_entropy,raw_mean,b02_mean,b03_mean,b02_b03_ratio_mean,local_cloud_ok,n_clean,n_kd,n_entropy,n_snr,n_cloud,BVI
2025-09-15,2.68,2.68,0.0,0.011118,117.23546600341797,0.045381926000118256,19759.65625,7.518387794494629,0.11802923679351807,0.11323724687099457,0.10717319697141647,1.0567742586135864,True,1.0,0.0,1.0,1.0,0.0,0.65
2022-09-26,0.36,0.36,0.04,0.578014,107.9311752319336,0.04512564837932587,12802.8818359375,6.586844444274902,0.11660803109407425,0.11187204718589783,0.1098276823759079,1.0187486410140991,True,0.0,1.0,0.0,0.0,1.0,0.35
