image,width,height,blue_mean,blue_std,green_mean,green_std,whole_std,lap_var_blue,lap_var_green,lap_var_ratio,sobel_blue,sobel_green,sobel_ratio,canny_ratio_density,fft_highfreq_ratio_blue,fft_highfreq_ratio_green,fft_highfreq_ratio_ratio,directional_blue,directional_green,directional_ratio
2026-03-31,2127,750,0.7667620182037354,0.21513724327087402,0.6496174335479736,0.31341278553009033,0.33574920892715454,0.00806979276239872,0.014888809062540531,0.03642828390002251,0.023504218086600304,0.021790875121951103,0.06734242290258408,0.1921015514809591,0.00014508349936899652,0.00034274154240346565,0.000683592011477174,0.42060178655383085,0.41504278326281063,0.3417715091678414
2025-09-30,2657,1080,0.5511530041694641,0.23708476126194,0.425811231136322,0.21875251829624176,0.23788249492645264,0.006166642066091299,0.010493509471416473,0.010508624836802483,0.016702331602573395,0.020486315712332726,0.03779546543955803,0.15145890811805032,0.0002195841553388682,0.0005439921853130197,0.0005730409723996359,0.2114636953337516,0.24923814898419838,0.2416154585736976
